"node" "R" "H"
1 -0.169555992237568 5.30279168413196
2 0.495776374297726 8.26951406084777
3 -1.84344691333081 8.64710955360998
4 0.495807900356938 8.26935129973558
5 -1.71170536076219 10.2623360281306
6 1.14512903166245 5.06883862435863
7 -1.84343967924813 8.64711262360846
8 1.36652221718348 3.76888960474551
9 1.7087981616637 3.42626911232353
10 0.862250777011503 5.3497619680394
11 -1.71169831762055 10.2623226744148
12 1.551363909855 4.27300175443363
13 0.463818043497519 3.96225145467484
14 -0.1131245862112 8.81520066293458
15 0.470401490813983 5.3498859246682
16 -1.8434457010706 8.64710321564469
17 -1.71170341699855 10.2623243413956
18 0.495782851294714 8.26950806740823
19 0.877553052906791 7.92908092792209
20 0.495784369309964 8.26950542222781
21 1.55136392925708 4.27300057731527
22 0.860448415526941 4.96163971889639
23 0.473403610651781 5.73565943203406
24 -0.14379871491685 6.97583123797933
25 -1.84344231556112 8.64711372734075
26 -0.153859384275898 6.35770756745233
27 -1.84344844252035 8.64710543992308
28 1.70855255883542 4.11609072353737
29 -1.71169460795793 10.2623257673167
30 0.478604257345293 6.3635728342203
31 -0.113130743809429 8.81517377002321
32 -0.167098128472856 5.48251309286899
33 -0.15385744891543 6.35770523739496
34 1.14288619215753 4.17555517860033
35 1.14271969312792 3.99269518952452
36 -1.71170365579977 10.2623230756994
37 -1.89320390704987 8.08151425993976
38 0.495783216318401 8.26949902250666
39 2.0815020113333 6.8641709596914
40 1.37702592696932 7.48572983209172
41 0.466088361241146 4.66852739349537
42 -0.153859178861208 6.35770746240839
43 1.84600654403613 4.37167335353706
44 1.14392102608463 4.67927958876415
45 0.495778775168678 8.26952410608747
46 0.857711922496723 3.86547251851265
47 0.857892873616097 4.12155530624144
48 -0.113128186680098 8.81516813316976
49 -1.7117008179638 10.262329543671
50 -1.71170007661621 10.2623356818414
51 -0.143798677468779 6.97583121813399
52 -0.113120714704136 8.81516903898321
53 -1.7117028623149 10.2623211408677
54 -1.84344709856914 8.64710284453287
55 -0.143798282038052 6.97583165499261
56 1.55383703696944 2.7875065919063
57 -0.167097984299786 5.48251308207485
58 -1.7117022979972 10.2623206534968
59 2.07952211916623 2.64121403939321
60 0.473368642380306 5.73568833248856
61 0.865668648855979 5.9825932492549
62 1.14755853280221 5.70497864020247
63 -1.84344721977905 8.6471062813717
64 0.47860354678229 6.36357651244731
65 -0.143798302201222 6.9758317515734
66 1.71006992054081 5.15025908855811
67 1.55945074836374 7.32436206218445
68 -1.71169607505954 10.2623247351168
69 1.14755871573282 5.70497802159906
70 1.36664321817763 3.61277839666724
71 -1.71169851041663 10.2623229275663
72 0.49578106341108 8.26951443784356
73 0.464101053795614 4.1506771731818
74 -1.71170269276384 10.2623222462452
75 0.470405324092707 5.34988360357961
76 -1.89320901707945 8.08151309772733
77 -1.71169781961252 10.2623229884996
78 -1.84344486497498 8.64710924228966
79 -0.113125257350265 8.81519965478791
80 -1.89320630474152 8.08151185722499
81 -1.7117020888508 10.2623264379874
