"node" "R" "H"
1 1.30092770541398 5.97639778911872
2 -0.00667695694005498 5.60139496746158
3 -1.44569145600018 11.8232150325694
4 -1.44589581184029 11.823247861499
5 0.0718021529008074 10.4291319641139
6 -1.44560095375099 11.8228043917174
7 -1.44586991799534 11.823093631422
8 1.69942984193598 4.87450700565726
9 -1.60386613944366 9.74312460726736
10 -1.67103272559268 8.93722335884654
11 -1.55946491090372 10.3024759030314
12 0.0427700404739519 8.72730027059525
13 2.75968868130237 4.52195470601103
14 2.10726467168419 3.53341869828119
15 1.85285975421051 4.04288434289109
16 2.48231528332113 4.09238172849063
17 -1.445911210053 11.8230780689133
18 1.51733628549913 4.78276753606654
19 -1.55945505089045 10.3023983763259
20 -1.69759246550167 8.62839533666578
21 1.69877315342695 4.45011645346162
22 -1.7273114885618 8.29507701299995
23 2.81898858734713 3.86478573283059
24 2.31322305142788 5.86097904293824
25 -1.44561296781823 11.8227843580813
26 -1.44564454651903 11.8231846905765
27 1.8541318566379 4.94979620538598
28 0.0273024926310431 7.74423668861356
29 1.85291909781081 4.22734003437669
30 -1.44599921571568 11.8230460756
31 3.12131931644294 3.02716205022601
32 -1.55938211888335 10.3026069635596
33 0.0717327130634108 10.4296634330028
34 0.0429130210911815 8.7272838796795
35 2.98134971192972 5.83663489254556
36 -1.65375060774999 9.13843291775267
37 0.0718709666013633 10.4290299067821
38 -1.55943854545386 10.3026267343267
39 2.40603519559064 8.320544198613
40 2.21461513217035 3.10407075634044
41 0.0426368595848131 8.72754052976514
42 0.637966276767014 6.63704912279805
43 -1.63247901166812 9.39366210255995
44 0.0717690194634851 10.429025292189
45 0.645025258982209 7.51500237851605
46 1.69868805524832 4.25545385774178
47 0.0718557525603256 10.428694398911
48 -1.44602477955226 11.8230759407164
49 -1.44561525566676 11.8230194616628
50 -1.44582590374056 11.8230667023833
51 -1.44560990815614 11.8230390076823
52 0.0718570684841905 10.428862560834
53 0.667187440441412 9.88788688617308
54 -1.44560939331776 11.8230635874617
55 4.83267235503055 0.511379323857749
56 -1.83798487112839 7.08622781520749
57 -1.4456383373219 11.8231560232688
58 -1.55951422042532 10.3026371022528
59 -1.44566619118472 11.8231873566591
60 -1.44567089262371 11.8232116699853
61 -1.44564638451032 11.8230297160401
62 0.667293413240056 9.8873582166882
63 -1.44561591064864 11.8230683589344
64 0.0428822523453974 8.72700359113081
65 2.56076430655293 6.25059738082158
66 -1.44543778131448 11.822682610302
67 -1.44560898227408 11.8230850661608
68 -1.72698708955459 8.29470207304799
69 -1.44564773587482 11.8231796493964
70 -1.69743676299324 8.62822638726832
71 -1.44598416575432 11.8230330882211
72 3.20746457222877 2.30085250066438
73 0.0272551861087622 7.74420875159525
74 -1.44564672559062 11.8228414059143
75 2.76005686032435 2.97578356520052
76 0.0426797122020502 8.72726601871831
77 -1.55955039069071 10.3026264058158
78 2.56337168985276 8.17997310327826
79 1.02482201015652 6.75280134275093
80 -1.63239894089666 9.39356336426123
81 0.0427478738142001 8.72712532314815
82 1.01450832832931 4.93903980254161
83 -1.44587240737192 11.8233331443101
84 -1.63243199170768 9.39360032437793
85 3.24611541994151 4.03586264523363
86 0.667297040492882 9.88735640559935
87 1.30018109725314 5.79456705981512
88 0.0718033473013017 10.4291109327711
89 3.12089372878274 3.56273283193073
90 0.625527708180444 5.16089002593569
91 -1.44562190147034 11.8226676041499
92 -1.5595073028074 10.3026365409555
93 -1.60386822487508 9.74313683845685
94 -1.44563287077972 11.8228062337156
95 -1.55941494634244 10.3026013258427
96 1.99722289432993 8.68658027095718
97 0.0427273776034476 8.72749016953347
98 0.042784176445845 8.7277081896002
99 3.46427295404594 1.71709189229015
100 1.01880092110517 5.78354409735876
101 0.623422935615539 4.80639669607775
102 2.81951041891419 4.9677759417165
103 -1.65387176120272 9.1385560998214
104 0.0719823700927766 10.4286716573066
105 0.667368989724766 9.88717924376562
106 -1.44558327007681 11.8227511396151
107 0.0719648695841866 10.4286332727729
108 -1.44602904047325 11.8230944636172
109 1.85300307386268 4.53131300744894
110 -1.44562783499251 11.8229583295865
111 -1.44561739647736 11.8231155360288
112 -1.44564193761108 11.8229123264909
113 -1.71797321570066 8.39370908039329
114 2.31322590079022 5.86094885116842
115 2.55855232928989 3.74191764419763
116 -1.55952860294481 10.3024364946748
117 -1.71810555376263 8.39388510005853
118 2.93103544999507 2.35152018976066
119 3.49454717493337 2.58407636775314
120 -1.44575545674348 11.8232128066488
121 -1.60363907695744 9.74325725375544
122 -1.44559657165797 11.8226650827258
123 0.642320484445277 7.13291894034043
124 -1.71791585819103 8.39368908966561
125 -1.67106926916801 8.93723637425068
126 -1.44560290503279 11.8230882007685
127 1.3163192785861 9.29977917783496
