"node" "R" "H"
1 0.964954724186871 3.58921848106104
2 0.184705998846865 8.40893117044771
3 0.073963209717933 3.87067142652685
4 -0.467675362318695 4.22467742618122
5 0.273250643973998 3.89431929667662
6 1.02109775550053 1.96990530957546
7 0.967970695622477 7.71082704437671
8 1.83750349676645 2.97467111519462
9 1.5030981028357 1.6227459014379
10 1.75383040762966 0.258774895616677
11 0.446054852233912 2.71890121096719
12 0.44485183572287 4.52568218016254
13 -2.13118908218523 8.7759322861358
14 1.0178088139268 3.65841528821346
15 0.367615446652628 8.24541124316637
16 -1.53197643266349 8.18672305798522
17 -0.465646511712068 5.27744546428564
18 -1.15074167640436 7.81191082216562
19 -0.164604490720566 4.84000621507099
20 -0.87663019777037 6.02738941906201
21 1.84260399600523 1.08135628405729
22 -0.164531320184956 3.09375927191591
23 0.527029362278046 8.10314426386728
24 -0.464082618700682 5.83840285895966
25 1.16559047468205 3.38837507780298
26 1.77862851679639 1.45779716080635
27 -2.1037711717363 10.4783311140241
28 1.26045430193492 1.63520336020952
29 -2.15160788938691 7.51820002291611
30 -0.30600248473207 4.64996352652148
31 -1.54348208577811 6.91295164717851
32 1.7761851797176 6.99630070873428
33 0.595323620037405 3.9589378847872
34 -2.16263589279145 6.83378003338246
35 0.665501125084996 5.38804232523478
36 0.595350928889826 3.65716724532992
37 -0.876629494401722 6.02738851444114
38 -2.15160737106301 7.5181994344454
39 1.50756716084759 0.847924438885464
40 -1.54834204487428 6.35747677838336
41 -1.1393426675937 9.6011943743781
42 -2.1037733881291 10.4783354820174
43 0.522512787807554 4.63240233298599
44 -0.163278901948305 5.53883776105476
45 1.60974382901057 7.14297318520047
46 -1.54100175962687 7.19086995078809
47 -0.165428024597567 3.61591599555619
48 1.25848522574739 2.1019988933272
49 -0.87662932649127 6.02738820094148
50 2.73422400033773 6.15608467316011
51 0.445247246709077 3.05109063032987
52 0.362880299385728 2.91706581444436
53 -1.16341970831995 5.71540802305029
54 -1.15699768935235 6.80922480433385
55 0.595478227147817 3.41869288337233
56 0.856345068568892 1.98065389893937
57 -0.30613754549543 4.55836782507484
58 -1.5319769811652 8.1867237907001
59 -1.53757267408641 7.57229676769387
60 1.74521243816766 1.84544443855103
61 1.1662528161731 5.53217112580362
62 -1.53197798093291 8.1867255808008
63 -2.10377086078266 10.4783310933432
64 1.93516469321956 0.508609931568477
65 -2.10377093386609 10.4783323630996
66 -0.46772982720284 4.16815462157134
67 -0.876630503141247 6.02738952535355
68 0.0742873096504604 4.47963787939734
69 1.07148630225182 7.61898045437537
70 -0.646020622691543 7.31560962066576
71 -0.876629842647042 6.02738879168192
72 -2.15160757894589 7.51819968524703
73 2.18625720627826 -0.658398686865881
74 -0.302076219925138 6.34778554848765
75 -0.0379105439014522 5.4139634428279
76 0.275673196327341 2.53337269181806
77 1.16612308453828 2.8472111258269
78 1.2630184242616 1.2069938720242
79 0.445162192754198 3.09915268744362
80 -1.53197711048186 8.18672415198408
81 0.52424974716817 6.16446936232507
82 1.66148245660666 -0.651518165580316
83 2.02153571583057 0.288124092413836
84 -2.13119088006062 8.77593588098408
85 1.99900780366359 -0.560362321238018
86 1.12056583491837 2.08020623555861
87 1.07148606345737 7.61898042211036
88 1.84162025683019 1.28260449067373
89 0.794256349267595 5.89865590639922
90 -2.14102857502244 8.17025398091602
91 -0.878085837939598 5.68893341770368
92 -0.874357339354149 6.52829545492456
93 -0.869559432279923 7.53542076229185
94 -0.466533448825205 4.91013814946742
95 -1.55295390929605 5.80363987114235
96 0.177723040009416 3.7669061523032
97 -1.5505092107252 6.10173137409799
98 -1.56060778550862 4.68982419224296
99 0.911911124091634 2.36710328891197
100 -1.53197668567821 8.18672353675464
101 -0.462025234080201 6.5063569677085
102 -1.54542072979249 6.6937406544535
103 2.19863681832091 6.62501835050641
104 0.856797785561761 1.89455068491077
105 -1.13934265981306 9.60119323949472
106 -1.16002342069921 6.30976851804174
107 -1.53197754571188 8.18672527247911
108 -0.653966539550864 5.09730954014753
109 1.11793189646973 4.03783140456138
110 -0.86067685868708 9.34905957638508
111 -0.453761477420348 8.98201727521209
112 2.09886450236577 1.02386499118347
113 -0.302076864421804 6.34779061822406
114 1.17003693877711 1.63695745313002
115 0.364464623913341 6.32171557696046
116 0.445246117358333 3.05109134225061
117 0.0742899294698651 4.47963797492837
118 0.184705994817679 8.40892943442051
119 -0.649900872376684 6.30517181475398
120 -1.15870009518933 6.52995101602441
121 0.730916118875735 2.96897590653446
122 0.522218049995871 3.64530604705934
123 -2.1037711658553 10.4783296142447
124 1.12053666506061 7.5754964169126
125 0.852754167539465 3.49150349779235
126 0.599805916018378 8.03826833647775
127 -1.16275254673909 5.83622754704401
128 -2.13119072941932 8.77593519339689
129 0.0742875757673079 4.47963773122138
130 -0.86956112786439 7.53541931021913
131 1.16972426206244 1.69600459904016
132 -0.0394496673979844 3.4452543196998
133 -1.54099906099758 7.19086703296444
134 1.72195215764972 0.182485073843802
135 1.38845030879297 1.27992128621329
136 -0.45998697942936 7.13267656013668
137 1.30166818576463 7.4151030890683
138 0.664528934385404 3.88974050460105
139 -0.465645667228108 5.27744426130621
140 -2.1037713913084 10.4783310050748
141 0.793409916840455 3.02244558004051
142 1.07171573464372 2.02027851527253
143 0.793321198044808 3.08499788086207
144 0.27328150096126 4.0710868204131
145 -0.303834245469486 5.67882407943192
146 0.0741904563002618 4.37000234426434
147 -0.880552255006478 5.04734565631817
148 -1.51598017924932 9.94292330565098
149 0.730252381147772 3.82401076161776
150 2.02071167415475 0.422632095156554
151 -2.16264609105707 6.83379113410481
152 0.911284842621961 2.58432136455222
153 1.65052541960059 0.817895421709284
154 1.61034390636533 1.98094507598109
155 0.275157611395203 5.77537928163255
156 -0.650928334949694 6.0244517413907
157 1.38259017574605 3.99713444630796
158 -1.16002038185322 6.30976436439348
159 1.118326348733 3.04855501919555
160 -2.13119192759915 8.77593774459268
161 -1.16109702227539 6.12765504856873
162 0.177739925257042 3.70104656682376
163 -1.55141063232136 5.99325823435883
164 -1.15462745635896 7.19281329952451
165 1.11793463042777 3.69568987810402
166 -0.163278063620611 5.53883846902781
167 0.85609682373381 7.81019451303535
168 0.853099190767477 3.09103071629964
169 -2.10377126217352 10.4783301820352
170 -2.14714650984641 7.79323489801319
171 0.524250499684184 6.16446948921989
172 -1.54949766305024 6.22209933989168
173 0.177725363128774 3.98983430739181
174 -1.15074272675589 7.81191546024966
175 1.74942428814509 0.917350612175487
176 0.595602445399557 3.28295221513935
177 0.595322526810303 3.95893954699818
178 0.597707314592551 2.39428149891686
179 1.71314112490328 1.68872541283345
180 0.279564670519158 8.32408922667277
181 1.43211393503602 0.715527582657303
182 0.0817836744563498 8.50107090256931
183 -2.13119192181536 8.77593811107121
184 -1.13934261018487 9.60119251293901
185 0.275548008468658 2.5625675215193
186 -1.53197823907658 8.18672643569177
187 0.177800263207592 3.57921155070135
188 1.77651595480036 2.0988841198476
189 1.11832633594761 3.04855493355087
190 0.36235179024222 3.18204229357489
191 -1.15870224689303 6.52995456054375
192 -0.304795832582896 5.27374888776135
193 0.967968155406432 2.05611936974775
194 0.965762475718442 2.79038463442961
195 1.02170023762022 1.8444913209513
196 -1.15699765160116 6.80922546726489
197 -0.13154054809017 0.643598726845573
198 0.595350517599806 3.65716798292203
199 0.796510123151591 7.86316681990668
200 0.595317971523245 3.84908916102935
201 1.34282882968835 2.47178638794498
202 0.967969721639412 7.71082594650528
203 0.445079825011007 3.14908591852334
204 1.81368648856963 0.750431324274239
205 2.53687601092476 -0.60019507113641
206 -0.650928774877611 6.02445257050751
207 -0.0383142706740903 5.19180708916686
208 -0.652328041245668 5.62036131511955
209 -1.15074188399745 7.81191326873891
210 0.734847720555265 1.88362659006025
211 -0.638711137853879 9.14867317177511
212 -0.164958206949523 4.60892704537846
213 0.599805612277012 8.03826824711791
214 0.800928288278512 1.3687072443142
215 0.910053291504702 3.43415013508882
216 0.177939006865325 3.4164303977028
