"node" "R" "H"
1 0.979309173218674 3.56183054140521
2 0.437389796796278 8.1706069980525
3 -0.0506020233859366 4.20552777991556
4 -0.39819799144403 4.40003130101989
5 0.327843430654589 4.00375954135691
6 0.916645933686198 2.31234386964008
7 0.849559131956282 7.80356673281843
8 1.77800114557688 3.36377559857482
9 1.45914942878038 1.93273735907834
10 1.71350802940422 0.634088249451002
11 0.526882168523933 2.91191032571697
12 0.613936125438006 4.34351608342468
13 -1.8495655668389 10.2337246588534
14 0.979293895504844 4.16291494824677
15 0.335089180161878 8.26194758634793
16 -1.27554159839356 7.92095500665411
17 -0.39524479859892 5.5342270381593
18 -1.2755410233634 7.92095531793875
19 -0.209639249961859 5.00876385932217
20 -0.902985813005485 6.04024609701194
21 1.74628344720458 1.33289122479359
22 -0.0497654403991996 3.13348376609387
23 0.531636669096003 8.08654311750772
24 -0.207385916022198 5.85160210363075
25 1.2120177817375 3.32885193276693
26 1.7440240632385 1.83505876090793
27 -1.84956562125459 10.2337250627468
28 1.41417165384718 1.81326776222624
29 -1.89796140121649 7.25226784134923
30 -0.396694362972973 5.05861029138423
31 -1.28454174082398 6.92241003433099
32 1.74279388878943 7.01339597469844
33 0.613937617590153 4.34351275861346
34 -1.90894490646192 6.56761134385576
35 0.69696772121306 5.34312834730421
36 0.772950236031226 3.55856903326472
37 -0.618796048496779 5.97895236591249
38 -1.89348500897792 7.52758135061476
39 1.63354586688817 0.9482610098185
40 -1.28889834776393 6.42476790114336
41 -1.25934798569562 9.69726843986331
42 -1.84956561046391 10.2337251306067
43 0.526409677692112 4.8380977314217
44 -0.393511078941611 6.03667754586945
45 1.45829231107118 7.26431062405657
46 -1.28453777936548 6.92240460933057
47 -0.211163604929627 3.74441137667253
48 1.10243643457738 2.42927268985957
49 -0.61974304569412 5.75798027615971
50 2.73646596278046 6.14153933741189
51 0.43117812945021 3.3730663136309
52 0.614549705404791 3.01967464566378
53 -0.902985942737854 6.04024649686861
54 -1.2845356062533 6.92240185716143
55 0.214883161451116 4.02498046505721
56 0.916486463759497 2.35178077266264
57 -0.622096953508022 5.16207181480592
58 -1.27554160648939 7.92095486460167
59 -1.28112113778586 7.30451928094233
60 1.54486833022201 2.31939817905315
61 1.15829065316104 5.52633546550118
62 -1.27554259042166 7.92095346158947
63 -1.84956569106909 10.2337251266197
64 1.98979566875141 0.748101533108871
65 -1.84956544748491 10.2337237824772
66 -0.9084424068302 4.98376054330442
67 -0.618796032563373 5.9789521997781
68 -0.0499566181928047 4.71243482509617
69 1.16031692512976 7.52785762968421
70 -0.603872991458062 9.10463041961495
71 -0.617550713568324 6.25942300747475
72 -1.88732497218786 7.90521197298074
73 2.11846192571259 -0.112463893983752
74 -0.897690103144181 6.92452474531182
75 0.216651161833428 5.42982804665056
76 -0.0491955104060778 2.96878773114514
77 1.21210704591697 3.21887646769563
78 1.36973862928568 1.37108646640126
79 0.328216339448668 3.30629560752121
80 -1.87742449172366 8.51275381597369
81 0.5316367817378 8.08654355946704
82 1.75979507917621 -0.450978640794713
83 1.92453558515402 0.786294418992764
84 -1.87742513608186 8.51275423794128
85 1.64073613345364 0.090768786548575
86 1.04383385627652 2.26457481324842
87 0.98282102736756 7.68522800437765
88 1.78118047165834 1.70000753093231
89 0.774588377529353 5.90435101443161
90 -3.43265735519248 9.43642165613512
91 -0.619743048913449 5.75797982895192
92 -0.900042272290229 6.5402440387251
93 -1.25934760671875 9.6972674668545
94 -1.90894504801592 6.5676114975147
