"node" "R" "H"
1 -0.272688536985764 5.82427094724586
2 2.0349150047655 2.10401929382529
3 1.85343845839664 1.05620492524222
4 1.84493662205637 2.05509340213224
5 2.30438499564787 1.30251955620359
6 0.395646766272194 4.47251918093295
7 1.53152593505132 2.48491398865812
8 0.397679891723467 5.15901675700125
9 0.805206278777196 3.34033955728813
10 0.110506740144268 4.33897712682572
11 0.111024787681324 4.52779342596398
12 -0.275743177802909 5.43087371411664
13 2.53295769913361 0.321514401892481
14 2.03552780672416 1.97680095300967
15 1.61534656529921 3.25242443073318
16 -0.914433479731807 5.05911685337329
17 0.110917115184625 3.34835798302005
18 0.111808416606768 4.75561726008367
19 0.110013584412347 3.69248129941222
20 0.395646936035323 4.47251885817166
21 0.80472147006067 4.06410010776031
22 0.619346396949662 3.6682960901146
23 1.22524942298023 4.9891962553826
24 1.52898080181698 4.03299570551495
25 -0.272688021651462 5.82426988019757
26 0.622813491053551 5.58353461505503
27 -0.275743229635378 5.43087380692868
28 0.395077267577886 3.62472142369962
29 -0.267348268845384 6.45983016150493
30 0.39564677041058 4.47251912001454
31 -0.910612813666492 5.35797396449623
32 -0.282527305847121 4.18860054549677
33 0.39499759862141 4.05475172728085
34 0.813343547473223 7.41929408671464
35 0.111024754967095 4.52779349464504
36 1.43614865302422 4.12566308910862
37 0.970065743393381 7.2807719229436
38 0.409342541605093 7.77739865731601
39 0.11299857855647 5.04402841311897
40 0.409342557033596 7.77739932352067
41 0.112998521339094 5.04402842676322
42 0.394997576007873 4.0547517304352
43 0.805531146322615 3.21373412552506
44 1.52898078887908 4.03299569463954
45 3.93248571290554 4.6726991813121
46 0.11299907872426 5.04402855259346
47 1.10260090005017 5.11032698750636
48 1.33547358735388 3.30328681465783
49 1.61498140367889 3.9470862663983
50 1.22524908013926 4.98919576955593
51 0.110506680342309 4.33897721763139
52 0.970066132309863 7.28077191445375
53 0.619517926829025 3.52628364423211
54 -2.66690804377444 7.10886203710829
55 -2.66690782700277 7.10886177637597
56 0.397680155632344 5.15901646531339
57 -0.279241266117429 4.91715701717858
58 -2.63343061333344 7.48901602774032
59 0.805531400287638 3.2137337987686
60 0.62121681784072 2.99689133112083
61 -0.267346667164621 6.45982711591204
62 0.11102475273285 4.52779351200522
63 -0.912700400172057 5.1986508778254
64 -0.919081537899324 4.6259000212967
65 0.397680273418176 5.15901636546663
66 0.111808562163608 4.75561723136227
67 0.11050672245507 4.33897715617672
68 -0.917127046010292 4.82258067672611
69 0.111808536760743 4.75561732039381
70 -0.281745420627734 4.42738006862183
71 -0.904816580676228 5.76846485093549
72 0.621669568117539 2.91401504074788
73 0.619973437644104 4.53903576353487
74 1.22423891600577 3.93593389914259
75 1.43668218533636 4.78016854564378
76 0.804721431751165 4.06410019334113
77 -0.908050469798454 5.54407328261621
78 0.804665878348444 3.83485582857348
79 -0.267346462658633 6.4598265362217
80 -0.267347424279073 6.45982818850017
81 -0.88437672070486 7.06665324769896
82 -0.267347660104267 6.45982861956677
83 -0.900551480561348 6.05221951639253
84 -0.280321672737548 4.72916436296936
85 2.20359488414265 1.49309214815544
86 0.620886789049249 4.93728385864697
87 2.39704204824175 1.29717200322347
88 0.39526808968345 3.51074981297501
89 0.40934268377218 7.77739905756876
90 -0.272688204662317 5.82426998484249
91 0.39551695651746 3.40677281397789
92 -0.279241333987077 4.91715711649987
93 -0.854017607365127 8.9067812465986
94 0.620794542016453 3.08573127294802
95 -0.854017581745175 8.90678175958657
96 0.110177220185786 4.17740423853015
97 0.11840360256596 6.08026466952584
98 0.807164045373287 5.40181634542174
99 1.53208233098594 2.37029628738032
100 0.396388900936891 4.76183116790817
101 -0.267347340294937 6.45982811842463
102 -0.281133796505373 4.56826563338878
103 1.10279504020363 2.9156621594613
104 0.963181725648739 3.48634230067709
105 0.805649208334409 4.75361794855588
106 0.395268066948138 3.51074985767705
107 0.804665787034713 3.83485599962526
108 0.397680400791592 5.1590165954189
109 1.33547361117366 3.30328679576186
110 0.395646825153354 4.4725189781861
111 0.400211130782255 5.80282017195526
112 0.110164131024215 3.59698421000847
113 0.39768031453195 5.15901661672838
114 0.804665674325575 3.83485620527414
115 1.69649043146093 2.75030917803217
116 -0.281745472322503 4.42738012814531
117 -0.914433533006455 5.05911693284046
118 1.91567588836899 1.46281472276433
119 1.91689410235027 1.32747106950574
120 1.53265581075682 2.26576197275984
121 -0.908051232172323 5.54407411381311
122 -0.28252759293714 4.18860080375457
123 1.22518033287176 3.06129927824113
124 0.805206503619075 3.34033926519818
125 0.400211156056566 5.80282006379774
126 1.34431493916461 1.72617690129415
127 -0.267347263115352 6.45982795533047
128 -2.66690816348925 7.1088621566387
129 0.130335724609819 8.02557924317088
130 0.395219278360325 4.24405773008672
131 1.43953714214512 2.35945511578545
132 -0.27268821519293 5.82426997808159
133 1.33623538702601 2.94982461164714
134 0.395815161173625 3.31107684878407
135 -2.63343035033391 7.4890157536544
136 0.1110247667083 4.52779349523366
137 -0.910612570463408 5.35797370340295
138 1.34304720309288 1.84351145571407
139 0.395646851941612 4.47251899978335
140 -0.27778250733459 5.14392496877922
141 -0.884378059836107 7.06665488495796
142 0.397680006359611 5.15901661160474
143 1.23118226404022 2.01814023689418
144 -2.63343061768917 7.48901611111794
145 -0.894483375314732 6.44076310502308
146 0.963448578764315 3.3237430993848
147 -0.894484863091688 6.44076504234554
148 -0.884378658289765 7.06665631887534
149 0.619346590627366 3.66829589192936
150 -0.914433423397826 5.05911693189153
151 -2.7112107575226 6.61350934820656
152 0.963082486851081 4.19679458510711
153 0.805649239225963 4.75361788026624
154 0.619264962576369 3.83053514425566
155 0.397680279233422 5.15901635201891
156 -0.272688207473552 5.82426996548982
157 0.805649202210221 4.75361793341307
158 0.619973607616743 4.53903584654186
159 -0.277782528820446 5.14392492395946
160 0.622813551910106 5.58353315536422
161 1.22423888660291 3.93593390210888
162 1.1014067869624 3.53787352991592
163 0.963082377831034 4.19679488020159
164 0.804994885147632 4.35454103827138
165 0.619509597942651 4.24908556082632
166 0.397680399189235 5.15901652345297
167 0.619509739253579 4.24908531869996
168 0.9630824159544 4.19679476893213
169 0.804721446325816 4.06410016555013
170 0.395646799807817 4.47251912529769
171 0.39499753244377 4.05475184222022
172 -0.908051228722885 5.54407412405714
173 1.91749674829261 1.26472951459388
174 0.622813350113117 5.58353389986832
175 0.40021108802692 5.80282029576812
176 -0.267347473872325 6.45982824459087
177 0.130335475241587 8.02557956401372
178 1.10198173489762 3.18487823939617
179 0.61950968156702 4.24908538388798
180 0.395219276721606 4.24405773167276
181 0.397680124975255 5.15901670265649
182 0.395646615545991 4.47251939527201
183 0.963082475174897 4.19679464290521
184 0.397679863537072 5.15901641446795
185 0.110177369239002 4.177404377539
186 0.39499749597858 4.05475202046891
187 0.622813567419681 5.58353330282871
188 1.61666919039085 2.66795858393602
189 -0.894484828440954 6.44076501817443
190 0.805648968792438 4.75361789011912
191 2.24989350114331 6.15663263949763
192 0.807240164513093 2.81040290048229
193 -0.280321960574627 4.7291647058202
194 0.965050791441063 2.83605829057212
195 0.111024801316938 4.52779340940043
196 0.395516955831971 3.4067728021494
197 0.114899815993972 5.43974506894508
198 0.807164113344915 5.4018163574212
199 0.39507736522896 3.6247213334876
200 0.619760215938893 3.39981900421899
201 1.10161612883111 4.45911389464961
202 0.109912786176148 3.90995904926439
203 0.963181779183495 3.48634243484927
204 0.110013504765544 3.69248135649103
205 -0.282870453025334 3.74236399236028
206 0.394956355642065 3.75099517482453
207 -0.277782433883458 5.14392481134337
208 0.111616709257381 3.20627824139552
209 -0.894484870108792 6.44076504555834
210 0.394956292372251 3.75099505855412
211 -0.277782532741597 5.14392493051759
212 -0.904816761850763 5.76846518265325
213 0.400211111019358 5.80282027867396
214 1.22560494599373 2.91879703350466
215 0.619973415315673 4.539035752153
216 -0.277782498926927 5.14392482713567
217 0.111024764120371 4.52779349746744
218 -0.272687895124993 5.8242696774977
219 0.96318173328658 3.48634225746473
220 1.61507055630113 3.54473816679214
221 -0.904816728583965 5.76846504066203
222 0.805649177800071 4.75361786963913
223 -0.854017585248282 8.90678173587956
224 -2.53241610499492 8.68688323498351
225 -0.282199616455265 4.30188601102873
226 -0.279241583160447 4.91715741916451
227 0.620407097567335 3.18155770354942
228 1.10260091868891 5.11032696268144
229 -0.281134210671357 4.56826614592664
230 -0.277782368266598 5.14392493139509
231 -2.63343048200808 7.48901593264156
232 1.33953412535852 6.9550486664932
233 -0.910612965837587 5.35797412466137
234 1.33585513250074 4.87988455474181
235 1.33953388120053 6.95504847153728
236 -2.53241612981261 8.68688325667732
237 -0.272688214876679 5.8242699770429
238 -0.894484782986679 6.44076496728051
239 0.805649307915287 4.75361785444031
240 -0.904816760158941 5.76846506031072
241 -2.65166097088738 7.2811970923655
242 -0.908051207588324 5.54407396381978
243 -2.53241614145351 8.68688325687485
244 -2.53241591013555 8.68688305187812
245 -0.275743182603491 5.43087371635187
246 -0.919081736393797 4.62590022084299
247 -0.275743785810107 5.43087468767286
248 -0.904816394429092 5.76846472226057
249 -0.894485082894634 6.44076515565012
250 -0.25019854506006 8.36521453538419
251 -2.61065800405834 7.75173218445276
252 -2.53241578543288 8.6868833854626
253 0.630193527774098 7.58145299267381
254 0.110506687275648 4.33897720068135
255 0.112998678517425 5.04402843233001
256 -0.272688134391611 5.82426989941156
257 0.39499762122302 4.05475175945195
258 0.110177345456588 4.17740434072015
259 -0.900551353714385 6.0522193576103
260 -2.6516611520841 7.28119690082404
261 -2.40723925984502 10.3135647066497
262 -2.58006194853618 8.1109829873308
263 -0.267347899772805 6.45982910766347
264 -0.89448508937866 6.44076519897215
265 -0.894484702812183 6.44076452571948
266 -0.267347632035626 6.4598285632574
267 -2.58006183579377 8.11098282452073
268 -0.894485045360429 6.44076511092448
269 0.9700661089135 7.28077191472448
270 0.813343518987997 7.41929405377178
271 -2.5324159328823 8.68688333704164
272 0.807164045291324 5.40181632313216
273 -0.854017634348773 8.90678161538861
274 0.813343538967411 7.41929421032411
275 -0.884376844172143 7.06665338116886
276 0.396388760814103 4.76183110721602
277 0.962948007234169 3.90595695905308
278 0.619509701212976 4.2490853512804
279 -2.66690803871494 7.10886201228959
280 -0.894482938045389 6.44076257975495
281 -2.58006193770902 8.11098297834404
282 -2.58006118612615 8.11098233127839
283 -0.894484861576241 6.4407648843534
284 -0.910612445017712 5.35797355135859
285 -2.7112107382339 6.61350926664804
286 -2.53241581572322 8.68688350516216
287 -2.5324159885243 8.68688342543667
288 -2.53241611949117 8.68688325336591
289 -2.53241586886112 8.68688262381653
290 -2.40723924519934 10.3135647470771
291 -2.40723865572047 10.3135651185082
292 -2.53241568494211 8.68688339630362
293 -2.53241583059896 8.68688257023711
294 -2.40723886845375 10.31356498068
295 -2.53241608246139 8.68688327432972
296 -2.53241580173873 8.68688338643443
297 -2.53241583106165 8.68688346570047
