"node" "R" "H"
1 -1.15384799498195 6.3558375018755
2 1.49256635717029 6.85667199449807
3 1.88573171853831 2.31579082670052
4 2.16269995322614 4.10472223061527
5 2.16998511550694 6.26254736931071
6 -0.891144141812014 8.97744000430352
7 1.87312149003607 3.73793053128811
8 -0.891144371554198 8.97744059859792
9 -1.11630984494477 6.70935117094985
10 0.830218556122135 5.42391105762741
11 0.822169172146218 4.78597686402689
12 -1.05653733246651 7.28075835648076
13 2.88511998054601 2.31444552507404
14 1.87380596801258 4.39201309026964
15 -1.11630859263499 6.70935068172372
16 -1.05653481129808 7.28075567002414
17 0.818587729330288 4.39290339505073
18 -1.11630999844388 6.70935132188103
19 -1.11631098673996 6.70935249644337
20 -0.891143844211014 8.97744022315967
21 1.49256666107054 6.85667183449548
22 -0.891142749051229 8.97743793553724
23 1.4925663663948 6.85667190625626
24 0.862242796130786 7.41252282687314
25 1.49256639649139 6.85667175071041
26 1.49256635840529 6.85667199278986
27 -0.891144007464378 8.9774410419135
28 -1.05653569763417 7.28075683851217
29 -0.891144697047106 8.97744073897683
30 -0.891143956448943 8.97744085695384
31 -1.05653488591519 7.28075732495522
32 -1.0565355756564 7.28075784034852
33 0.830218873692439 5.42391135093614
34 -0.891144478465395 8.97744034435675
35 -1.15384786489517 6.35583719595848
36 0.862244227707489 7.41252248002549
37 0.862244284179339 7.41252232985896
38 -0.891143897230759 8.97744061611045
39 -0.891144479495114 8.97744026808382
40 0.862243966488321 7.41252175401299
41 0.862243784299356 7.41252361451627
42 0.862242816831065 7.41252290086236
43 0.822169413392389 4.78597653235624
44 0.862242437810166 7.41252292053974
45 3.22257569021686 5.34071903804324
46 -0.891143870796855 8.97744034127398
47 -0.89114389218046 8.977440418422
48 0.830218423893397 5.42391178529004
49 -1.0565371052066 7.28075838762419
50 1.49256704956614 6.85667333714138
51 -0.891143815579751 8.97744002439753
52 -0.89114390084445 8.97744066193755
53 -0.891144819828896 8.97744124018342
54 -0.891144603701894 8.97744120518321
55 -0.891143900512852 8.97744071427831
56 0.862243803908962 7.41252200424752
57 -0.891144745292489 8.97744090955507
58 -0.891144097457603 8.9774391276661
59 -1.05653481110849 7.2807562796768
60 -1.1163102509485 6.70935156871804
61 -1.0565345993826 7.28075632747571
62 -1.05653477884199 7.28075537266736
63 0.818587563682919 4.39290313527067
64 1.47552837249576 3.21952722895236
65 2.16998664165825 6.26254777334385
66 -1.05653509003495 7.28075580423214
67 -0.891143477506019 8.97743916770151
68 1.47340509242724 4.13742411410709
69 -0.891144798761003 8.97744112729067
70 -1.11631111557513 6.70935239430891
71 -1.05653496320515 7.28075546589633
72 0.830218421151564 5.42391125473577
73 0.830218752137939 5.42391117815711
74 1.87380609762823 4.39201487787778
75 1.49256626760864 6.85667198041028
76 1.4925670130436 6.85667023537638
77 -0.891143895168692 8.97744021651268
78 -1.05653606591431 7.28075764278722
79 -0.891144388278453 8.97743994524101
80 -1.0565369646982 7.28075818951366
81 -0.89114394609721 8.97744082413705
82 1.49256641788604 6.8566719252396
83 -0.891143900514965 8.97744063936716
84 -1.05653623655557 7.28075876883927
85 -1.20274291350816 5.89415629441821
86 0.830218411706005 5.42391115774792
87 1.47404691617724 3.44889291047056
88 1.47340543546257 4.13742493885301
89 1.49256631637764 6.85667190395128
90 0.8302187026113 5.42391154386284
91 -1.15384045296994 6.35582909422929
92 0.830218507167888 5.42391135658182
93 -0.891144015339733 8.97744061667021
94 -1.0565368748183 7.28075858682938
95 -0.891143890524142 8.97744046307176
96 1.8758839533918 3.04540023020839
97 -0.891144226218296 8.97743930548695
98 0.830218742734582 5.42391106139978
99 1.47609784907762 4.78611769506081
100 0.862242673229448 7.41252291106077
101 -0.891143864933373 8.97744013061487
102 0.862243214559757 7.41252290933935
103 0.822169078226062 4.78597555528691
104 1.49256654312544 6.8566710711934
105 -1.0565372699874 7.28075829253916
106 1.47340588785827 4.13742382780159
107 1.49256712627412 6.85667053166087
