1	-2.747853
2	1.838667
3	-2.828443
4	-3.114469
5	0.599928
6	-3.042649
7	-2.795155
8	1.731839
9	8.921227
10	-2.082085
11	-2.375116
12	3.144234
13	3.139921
14	-0.111024
15	-2.781718
16	-2.983716
17	-3.221107
18	4.818622
19	-2.287892
20	-0.623572
21	-2.972137
22	-2.213262
23	-3.444977
24	-3.217722
25	-0.235517
26	-3.002127
27	-3.016149
28	-3.003974
29	4.254156
30	-2.819562
31	-2.722607
32	-3.477234
33	-3.369736
34	4.861175
35	-2.672688
36	-3.435732
37	0.501132
38	-0.628448
39	-3.532047
40	-1.677937
41	-3.471440
42	-3.421939
43	-3.524761
44	-1.741058
45	-2.572122
46	-3.083365
47	-3.200322
48	-2.757456
49	-1.422979
50	-3.560794
51	4.894473
52	-1.835041
53	-2.465215
54	-3.508229
55	-3.374120
56	-2.581870
57	-2.160264
58	-3.255678
59	-3.250712
60	-3.121740
61	-1.455371
62	0.635315
63	-1.207473
64	-2.099639
65	-2.194828
66	-3.452696
67	-2.686450
68	-2.890148
69	-3.322110
70	-3.107067
71	-2.614286
72	-3.080194
73	-2.882329
74	-2.887529
75	5.001024
76	-3.181079
77	-3.467448
78	-3.163559
79	9.030828
80	-2.624904
81	-3.460020
82	-1.407133
83	-3.267375
84	-3.044302
85	-3.398247
86	0.545054
87	-1.625970
88	-1.192762
89	-2.472973
90	4.277608
