1	0.849758
2	0.174770
3	0.634882
4	0.900311
5	0.825660
6	0.169589
7	0.404510
8	0.794339
9	0.107886
10	0.514682
11	0.073400
12	0.301685
13	0.810859
14	0.435053
15	0.974340
16	0.309715
17	0.046495
18	0.900085
19	0.878621
20	0.849952
21	0.230563
22	0.738142
23	0.419543
24	0.194841
25	0.529313
26	0.223498
27	0.689602
28	0.010384
29	0.583725
30	0.014848
31	0.012960
32	0.354720
33	0.127899
34	0.967382
35	0.651784
36	0.227341
37	0.165753
38	0.398878
39	0.254754
40	0.292231
41	0.371661
42	0.926996
43	0.361534
44	0.901215
45	0.868747
46	0.220643
47	0.280653
48	0.934366
49	0.174299
50	0.853016
