1	0.618036
2	-0.193277
3	-0.865253
4	-0.039857
5	0.401418
6	-0.748073
7	-0.607200
8	-0.765397
9	-0.310016
10	0.610591
11	-0.051863
12	0.716976
13	-0.112858
14	-0.228357
15	0.112948
16	0.865086
17	-0.543511
18	0.660911
19	0.330986
20	-0.943368
21	0.715046
22	-0.365199
23	0.398976
24	0.819544
25	0.264802
26	-0.390769
27	-0.611939
28	-0.862783
29	0.404940
30	-0.893020
31	0.450357
32	-0.807678
33	0.654237
34	0.274519
35	0.109052
36	-0.623906
37	-0.441435
38	0.277127
39	-0.671998
40	0.751894
41	0.498716
42	-0.240159
43	-0.647157
44	0.534655
45	0.857196
46	0.335315
47	-0.317945
48	-0.365300
49	0.420972
50	-0.976811
51	0.421484
52	0.041650
53	-0.809693
54	-0.284042
55	0.027310
56	0.659543
57	-0.520725
58	-0.688400
59	0.817305
60	0.102850
61	0.978539
62	-0.692359
63	-0.865347
64	0.969129
65	-0.524098
66	-0.851035
67	0.295605
68	0.685146
69	-0.611638
70	0.016474
71	-0.975635
72	0.204160
73	0.026876
74	0.289014
75	-0.116801
76	-0.673060
77	0.631468
78	-0.035750
79	0.599582
80	-0.263582
81	0.500257
82	0.747455
83	0.975970
84	-0.988963
85	0.396483
86	0.313184
87	-0.856626
88	0.034109
89	0.191816
90	0.580036
91	0.466915
92	-0.555901
93	0.219168
94	-0.766476
95	0.286635
96	0.873764
97	0.309474
98	0.725003
99	-0.405475
100	0.076194
