1	0.395910
2	-0.589208
3	-0.703327
4	0.227795
5	-0.799685
6	0.198788
7	0.261161
8	0.813636
9	0.779494
10	-0.113519
11	0.909585
12	0.241076
13	0.181924
14	0.970664
15	-0.813939
16	0.564389
17	0.208391
18	-0.285617
19	0.098570
20	-0.250478
21	-0.821271
22	0.802730
23	-0.675052
24	-0.364854
25	0.347659
26	-0.363869
27	-0.991899
28	-0.532027
29	-0.598122
30	0.910495
31	-0.354780
32	0.477911
33	0.326212
34	-0.175887
35	0.809242
36	-0.921737
37	0.725284
38	-0.463669
39	0.434344
40	0.626769
41	0.226018
42	-0.433998
43	0.486632
44	-0.728491
45	-0.667099
46	-0.872481
47	-0.903296
48	-0.512963
49	0.986317
50	-0.609933
